代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
X83,保健食品,Healthy food,X80/84,,
X85,制烟综合,Smoke - general,X85/89,,
X86,烟草加工,Tobacco processing,X85/89,烟草初加工入B35。,Initial processing of tobacco into B35.
X87,烟草制品,Tobacco products,X85/89,卷烟、雪茄烟、斗烟、水烟、鼻烟、烟砖、烟饼等。,"Cigarettes, cigars, pipe tobacco, hookahs, snuff, cigarettes, cigarette cakes, etc."
X89,其他,Other,X85/89,烟草综合利用等。,"Comprehensive use of tobacco, etc."
X90,食品加工机械综合,Food processing machinery,X90/99,,
X91,粮食与油脂加工机械,Food and grease processing machinery,X90/99,,
X92,罐头加工机械,Canning machine,X90/99,,
X93,制糖机械,Sugar machine,X90/99,,
X94,制烟机械,Smoke making machinery,X90/99,,
X95,酿造机械,Brewing machinery,X90/99,,
X96,制盐机械,Salt production machinery,X90/99,,
X99,其他食品加工机械,Other food processing machinery,X90/99,茶叶、水产品、肉类、乳品、糕点、冷食、特种食品加工机械等。,"Tea, aquatic products, meat, dairy products, cakes, cold food, special food processing machinery, etc."
Y00,标准化、质量管理,"Standardization, quality management",Y00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
Y01,技术管理,Technical management,Y00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
Y02,经济管理,Economic management,Y00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
Y04,基础标准与通用方法,Basic standards and general methods,Y00/09,术语，符号，取样、制样方法，通用试验方法等。,"Terms, symbols, sampling, sample preparation methods, general test methods, etc."
Y07,电子计算机应用,Electronic computer applications,Y00/09,,
Y08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",Y00/09,,
Y09,卫生、安全、劳动保护,"Health, safety, labor protection",Y00/09,,
Y11,钟表,Watch,Y10/19,计时仪器、定时仪器、特种用途的钟表、分子钟、原子钟等入N96。,"Timing instruments, timing instruments, special-purpose clocks, molecular clocks, atomic clocks, etc. into the N96."
Y14,自行车,Bicycle,Y10/19,以链条飞轮驱动后轮的儿童自行车与残疾人车、轮椅、电动自行车等入此。,"Children's bicycles and disabled vehicles, wheelchairs, and electric bicycles driven by a chain flywheel to drive the rear wheels enter this."
Y17,缝纫机,Sewing machine,Y10/19,家用、工业用缝纫机等。,Household and industrial sewing machines.
Y20,日用玻璃、陶瓷、搪瓷、塑料制品综合,"Daily glass, ceramics, enamel, plastic products",Y20/29,术语、分类、通用试验方法等。,"Terms, classifications, general test methods, etc."
Y22,日用玻璃制品,Daily glass products,Y20/29,,
Y24,日用陶瓷制品,Daily ceramic products,Y20/29,,
Y26,日用搪瓷制品,Daily enamel products,Y20/29,,
Y28,日用塑料制品,Daily plastic products,Y20/29,,
Y30,造纸综合,Papermaking - general,Y30/39,基础标准，通用分析、试验方法等。,"Basic standards, general analysis, test methods, etc."
Y31,纸浆与纸板,Pulp and paperboard,Y30/39,,
Y32,纸,Paper,Y30/39,工业与各种特殊技术用纸，农副业与渔业用纸，加工纸（涂布加工纸、变形加工纸）等。,"Industrial and various special technical papers, agricultural and sideline industries and fishery papers, processed papers (coated papers, deformed papers, etc.)."
Y33,纸制品,Paper products,Y30/39,纸箱、纸盒等。薄册、卡片等文教用品入Y50。,"Carton, paper box, etc. Books, cards, and other cultural and educational materials into the Y50."
Y39,其他纸,Other paper,Y30/39,卫生纸入此。,Toilet paper into this.
Y40,日用化工品综合,Comprehensive use of daily chemicals,Y40/44,分类、术语、通用试验方法等。,"Classification, terms, general test methods, etc."
Y41,香精、香料,"Flavors, spices",Y40/44,食用香精香料入X44/46。,Food flavors into the X44/46.
Y42,化妆品,Cosmetic,Y40/44,,
Y43,牙膏、肥皂、洗涤剂,"Toothpaste, soap, detergent",Y40/44,精甘油入此。,Fine glycerol into this.
Y44,其他日用化工品,Other household chemicals,Y40/44,,
Y45,皮革加工与制品综合,Leather processing and product - general,Y45/49,基础标准、制革工艺规程等。,"Basic standards, tanning process regulations, etc."
Y46,毛皮、皮革,"Fur, leather",Y45/49,各种工业用革，文体用品、服装及鞋帽用革等。,"A variety of industrial leather, sports goods, clothing and leather shoes and hats."
Y47,人造革、合成革,"Artificial leather, synthetic leather",Y45/49,,
Y48,毛皮、皮革与人造革制品,"Fur, leather and artificial leather products",Y45/49,箱、包、袋、工业皮革制品等。皮鞋入Y78，球类入Y56。,"Boxes, bags, bags, industrial leather products, etc. Shoes into the Y78, the ball into the Y56."
Y49,毛皮副产品与综合利用,Fur by-products and comprehensive utilization,Y45/49,,
Y50,文具、绘图仪器、簿册、卡片,"Stationery, drawing instruments, books, cards",Y50/59,绘画颜料、粉笔入此。,"Paints, chalks are here."
Y51,教学专用仪器,Teaching equipment,Y50/59,教学用分科仪器、模型、标本等。通用仪器入N类。,"Teaching sub-equipment, models, specimens, etc. Universal instrument into the N class."
Y52,学校专用设备,School equipment,Y50/59,教室设备（课桌、课椅、黑板等）、实验室设备（实验台等）、特殊设备等。,"Classroom equipment (school desks, chairs, blackboards, etc.), laboratory equipment (labs, etc.), special equipment, etc."
Y53,其他教具,Other teaching aids,Y50/59,学前教具、特教用具（残疾儿童用教具）、采集用具等。,"Preschool teaching aids, special education equipment (children's aids for children with disabilities), collection tools, etc."
Y54,办公用品及办公机具,Office supplies and office equipment,Y50/59,办公用品及打字机、油印机、珠算、透明胶纸、不粘胶等。,"Office supplies and typewriters, mimeographs, abacus, transparent adhesive tape, non-adhesives, etc."
Y55,体育设施及器械,Sports facilities and equipment,Y50/59,体育场设施、体育比赛设备、各种体育器械等。航空体育设备入V59。,"Stadium facilities, sports competition equipment, various sports equipment, etc. Aviation sports equipment into V59."
Y56,体育用品,Sporting goods,Y50/59,各种体育用品及军体用品等。汽枪、猎枪、烟火枪、信号枪及其弹药等入此。运动服、运动鞋入Y75/79。,"A variety of sporting goods and military supplies. Airguns, shotguns, pyrotechnics, signal guns and their ammunition are all here. Sportswear, sports shoes into the Y75/79."
Y57,玩具,Toy,Y50/59,各种游艺活动设备、器具、玩具、童车等。,"Various entertainment activities equipment, appliances, toys, baby carriages and so on."
Y58,乐器,Instrument,Y50/59,中西乐器、乐器辅助用品等。,"Chinese and Western musical instruments, musical instruments and other supplies."
Y60,家用电器基础标准与通用方法,Basic standards and general methods for household appliances,Y60/69,低压电器通用的基础与方法标准入K30/39。,The general basis and method standard for low-voltage electrical appliances is K30/39.
Y61,家用空调与冷藏器具,Home air conditioning & refrigeration appliances,Y60/69,家用的空调器、电风扇、电冰箱等。,"Home air conditioners, fans, refrigerators, etc."
Y62,家用清洁、整容器具,"Household cleaning, whole container",Y60/69,家用的洗衣机、吸尘器、理发用器具、刮胡子刀等。,"Household washing machines, vacuum cleaners, hair cutting appliances, shavers, etc."
Y63,家用电热器具,Household electric appliances,Y60/69,家用的电炉、电饭煲、熨斗、电褥子等。,"Household electric stoves, rice cookers, irons, electric ovens, etc."
Y64,家用保健器具,Home health care appliances,Y60/69,家用按摩器、健美器具等。,"Massager, bodybuilding equipment, etc."
Y68,炊事机具、基础标准与通用方法,"Machine tools, basic standards and general methods",Y60/69,炉灶、炊事器具、餐具、绞肉机、和面机、切面机等。煤气灶入Q82。,"Stoves, cooking utensils, cutlery, meat grinders, dough mixers, and noodle makers. Gas stove into Q82."
Y69,其他,Other,Y60/69,家用门铃、蜂鸣器等。,"Household doorbells, buzzer, etc."
Y70,五金制品综合,Hardware product - general,Y70/74,术语、分类等。,"Terms, classifications, etc."
Y71,建筑五金,Construction hardware,Y70/74,门窗五金（插销、拉手、合页、窗栓等）、水暖器材、配件、管件等。散热器入Q76。,"Door and window hardware (bolts, handles, hinges, window bolts, etc.), plumbing equipment, fittings, fittings, etc. Radiator into Q76."
Y72,金属丝制品,Wire products,Y70/74,金属丝网、金属板网、元钢钉、鞋钉、泡钉等。,"Metal mesh, metal mesh, steel nails, spikes, foam nails and so on."
Y73,日用五金制品,Daily hardware products,Y70/74,日用金属器皿、金属容器、刀、剪、锁、拉链、缝针、发卡等。日用机具入Y60/69。,"Daily metalware, metal containers, knives, scissors, locks, zippers, sewing needles, hairpins, etc. Daily equipment into Y60/69."
Y75,服装、鞋、帽综合,"Comprehensive clothing, shoes and caps",Y75/79,术语、服装、鞋、帽型号，通用试验方法，服装洗涤等。,"Terms, clothing, shoes, cap models, general test methods, garment washing, etc."
Y76,服装、服饰品,Clothing and accessories,Y75/79,外衣、衬衣、风衣、雨衣、基础造型服装、童装、皮革服装、运动服、领带、背带、纽扣等。戏剧服装入Y88，针织服装入W63。,"Outerwear, shirts, windbreakers, raincoats, basic modeling clothing, children's wear, leather clothing, sportswear, ties, straps, buttons, etc. Theatrical clothing enters Y88, knitwear into W63."
Y77,帽、手套、袜子,"Caps, gloves, socks",Y75/79,针织品入W63。,Knitwear into W63.
